id	tiêu đề	mô tả	liên kết	tình trạng	giá	giá ưu đãi	ngày giá ưu đãi có hiệu lực	còn hàng	liên kết hình ảnh	nhãn hiệu	loại sản phẩm	custom_label_0	custom_label_1	custom_label_2	custom_label_3
1643	Đàn Guitar bass Yamaha TRBX504	Đàn Guitar bass Yamaha TRBX504, Nhạc cụ Tiến Đạt	http://localhost:50857/guitar-bass/dan-guitar-bass-yamaha-trbx504.html	mới	12390000 VND	12390000 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/Dan-Guitar-bass-Yamaha-TRBX504.jpg	Yamaha	Đàn Guitar > Đàn Guitar Yamaha > Electric Guitar > Guitar Bass	Đàn Guitar - Đàn Guitar Yamaha - Electric Guitar - Guitar Bass	0	Guitar Bass	Không Ưu Tiên
1642	Đàn Guitar bass Yamaha TRBX305	Đàn Guitar bass Yamaha TRBX305, Nhạc cụ Tiến Đạt	http://localhost:50857/guitar-bass/dan-guitar-bass-yamaha-trbx305.html	mới	9990000 VND	9990000 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/Dan-Guitar-bass-Yamaha-TRBX305.jpg	Yamaha	Đàn Guitar > Đàn Guitar Yamaha > Electric Guitar > Guitar Bass	Đàn Guitar - Đàn Guitar Yamaha - Electric Guitar - Guitar Bass	0	Guitar Bass	Không Ưu Tiên
1641	Đàn Guitar bass Yamaha TRBX304	Đàn Guitar bass Yamaha TRBX304, Nhạc cụ Tiến Đạt	http://localhost:50857/guitar-bass/dan-guitar-bass-yamaha-trbx304.html	mới	8690000 VND	8690000 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/Dan-Guitar-bass-Yamaha-TRBX304.jpg	Yamaha	Đàn Guitar > Đàn Guitar Yamaha > Electric Guitar > Guitar Bass	Đàn Guitar - Đàn Guitar Yamaha - Electric Guitar - Guitar Bass	0	Guitar Bass	Không Ưu Tiên
1640	Đàn Ukulele Sqoe UK-430	Đàn Ukulele Sqoe UK-430, Nhạc cụ Tiến Đạt	http://localhost:50857/ukulele-sqoe-1/dan-ukulele-sqoe-uk-430.html	mới	1250000 VND	1190000 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/Dan-Ukulele-Sqoe-UK-430.jpg	Sqoe	Đàn UKulele > Ukulele Concert	Đàn UKulele - Ukulele Concert	0	Ukulele SQOE	Không Ưu Tiên
1639	Đàn Organ Casio LK-S250	Đàn Organ Casio LK-S250, Nhạc cụ Tiến Đạt	http://localhost:50857/dan-organ/dan-organ-casio-lk-s250.html	mới	5370000 VND	5101500 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/Dan-Organ-Casio-LK-S250.jpg	Casio	Đàn Organ > Đàn Organ Casio > Key Lighting KeyBoard (LK)	Đàn Organ - Đàn Organ Casio - Key Lighting KeyBoard (LK)	0	0	Không Ưu Tiên
1638	Đàn Organ Casiotone CT-S300	Đàn Organ Casiotone CT-S300, Nhạc cụ Tiến Đạt	http://localhost:50857/dan-organ/dan-organ-casiotone-ct-s300.html	mới	4870000 VND	4870000 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/Dan-Organ-Casio-CT-S300.jpg	Casio	Đàn Organ > Đàn Organ Casio > Standard KeyBoard(CTX)	Đàn Organ - Đàn Organ Casio - Standard KeyBoard(CTX)	0	0	Không Ưu Tiên
1637	Đàn Organ Casiotone CT-S200	Đàn Organ Casiotone CT-S200, Nhạc cụ Tiến Đạt	http://localhost:50857/standard-keyboard-ctx/dan-organ-casiotone-ct-s200.html	mới	3870000 VND	3450000 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/dan-organ-casiotone-ct-s200.jpeg	Casio	Đàn Organ > Đàn Organ Casio > Standard KeyBoard(CTX)	Đàn Organ - Đàn Organ Casio - Standard KeyBoard(CTX)	0	Standard KeyBoard(CTX)	Ưu Tiên Số 1
1636	Đàn Organ Casiotone CT-S100	Đàn Organ Casiotone CT-S100, Nhạc cụ Tiến Đạt	http://localhost:50857/dan-organ/dan-organ-casiotone-ct-s100.html	mới	3370000 VND	3370000 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/Dan-Organ-Casio-CT-S100.jpg	Casio	Đàn Organ > Đàn Organ Casio > Standard KeyBoard(CTX)	Đàn Organ - Đàn Organ Casio - Standard KeyBoard(CTX)	0	0	Không Ưu Tiên
1635	Đàn Organ Roland E-X30	Đàn Organ Roland E-X30, Nhạc cụ Tiến Đạt	http://localhost:50857/dan-organ-roland/dan-organ-roland-e-x30.html	mới	11500000 VND	11500000 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/Dan-Organ-Roland-E-X30.jpg	Roland	Đàn Organ > Đàn Organ Roland	Đàn Organ - Đàn Organ Roland	0	Đàn Organ Roland	Không Ưu Tiên
1634	Ampli Boss Katana Air Wireless	Ampli Boss Katana Air Wireless, Nhạc cụ Tiến Đạt	http://localhost:50857/amplifier-roland/ampli-boss-katana-air-wireless.html	mới	12880000 VND	12236000 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/Amply-Boss-Katana-Air-Wireless.jpg	Boss	Trống - Amplifier > AMPLIFIER > Amplifier Roland	Trống - Amplifier - AMPLIFIER - Amplifier Roland	0	Amplifier Roland	Không Ưu Tiên
1633	Loa Roland BTM-1	Loa Roland BTM-1, Nhạc cụ Tiến Đạt	http://localhost:50857/amplifier-roland/loa-roland-btm-1.html	mới	5450000 VND	5450000 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/Loa-Roland-BTM-1.jpg	Roland	Trống - Amplifier > AMPLIFIER > Amplifier Roland	Trống - Amplifier - AMPLIFIER - Amplifier Roland	0	Amplifier Roland	Không Ưu Tiên
1629	Đàn Piano điện Yamaha CVP-809GWH	Đàn Piano điện Yamaha CVP-809GWH, Nhạc cụ Tiến Đạt	http://localhost:50857/digital-clavinova-cvp/dan-piano-dien-yamaha-cvp-809gwh.html	mới	207500000 VND	198500000 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/Dan-Piano-dien-Yamaha-CVP-809GWH.jpg	Yamaha	Đàn Piano > Đàn Piano Yamaha > Đàn Piano Yamaha điện > Digital Clavinova CVP	Đàn Piano - Đàn Piano Yamaha - Đàn Piano Yamaha điện - Digital Clavinova CVP	0	Digital Clavinova CVP	Không Ưu Tiên
1628	Đàn Piano điện Yamaha CVP-809GP	Đàn Piano điện Yamaha CVP-809GP, Nhạc cụ Tiến Đạt	http://localhost:50857/digital-clavinova-cvp/dan-piano-dien-yamaha-cvp-809gp.html	mới	194900000 VND	185900000 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/Dan-Piano-dien-Yamaha-CVP-809GP.jpg	Yamaha	Đàn Piano > Đàn Piano Yamaha > Đàn Piano Yamaha điện > Digital Clavinova CVP	Đàn Piano - Đàn Piano Yamaha - Đàn Piano Yamaha điện - Digital Clavinova CVP	0	Digital Clavinova CVP	Không Ưu Tiên
1627	Đàn Piano điện Yamaha CVP-809PE	Đàn Piano điện Yamaha CVP-809PE, Nhạc cụ Tiến Đạt	http://localhost:50857/digital-clavinova-cvp/dan-piano-dien-yamaha-cvp-809pe.html	mới	156600000 VND	156600000 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/Dan-Piano-dien-Yamaha-CVP-809PE.jpg	Yamaha	Đàn Piano > Đàn Piano Yamaha > Đàn Piano Yamaha điện > Digital Clavinova CVP	Đàn Piano - Đàn Piano Yamaha - Đàn Piano Yamaha điện - Digital Clavinova CVP	0	Digital Clavinova CVP	Không Ưu Tiên
1626	Đàn Piano điện Yamaha CVP-809B	Đàn Piano điện Yamaha CVP-809B, Nhạc cụ Tiến Đạt	http://localhost:50857/digital-clavinova-cvp/dan-piano-dien-yamaha-cvp-809b.html	mới	140400000 VND	140400000 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/Dan-Piano-dien-Yamaha-CVP-809B.jpg	Yamaha	Đàn Piano > Đàn Piano Yamaha > Đàn Piano Yamaha điện > Digital Clavinova CVP	Đàn Piano - Đàn Piano Yamaha - Đàn Piano Yamaha điện - Digital Clavinova CVP	0	Digital Clavinova CVP	Không Ưu Tiên
1625	Đàn Piano điện Yamaha CVP-805PE	Đàn Piano điện Yamaha CVP-805PE, Nhạc cụ Tiến Đạt	http://localhost:50857/digital-clavinova-cvp/dan-piano-dien-yamaha-cvp-805pe.html	mới	111300000 VND	107700000 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/Dan-Piano-dien-Yamaha-CVP-805PE.jpg	Yamaha	Đàn Piano > Đàn Piano Yamaha > Đàn Piano Yamaha điện > Digital Clavinova CVP	Đàn Piano - Đàn Piano Yamaha - Đàn Piano Yamaha điện - Digital Clavinova CVP	0	Digital Clavinova CVP	Không Ưu Tiên
1624	Đàn Piano điện Yamaha CVP-805B	Đàn Piano điện Yamaha CVP-805B, Nhạc cụ Tiến Đạt	http://localhost:50857/digital-clavinova-cvp/dan-piano-dien-yamaha-cvp-805b.html	mới	95800000 VND	86220000 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/Dan-Piano-dien-Yamaha-CVP-805B.jpg	Yamaha	Đàn Piano > Đàn Piano Yamaha > Đàn Piano Yamaha điện > Digital Clavinova CVP	Đàn Piano - Đàn Piano Yamaha - Đàn Piano Yamaha điện - Digital Clavinova CVP	0	Digital Clavinova CVP	Không Ưu Tiên
1623	Đàn Guitar điện Yamaha Pacifica 612VIIFM	Đàn Guitar điện Yamaha Pacifica 612VIIFM, Nhạc cụ Tiến Đạt	http://localhost:50857/pacifica-series/dan-guitar-dien-yamaha-pacifica-612viifm.html	mới	18990000 VND	18990000 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/Dan-Guitar-dien-Yamaha-Pacifica-612VIIFM.jpg	Yamaha	Đàn Guitar > Đàn Guitar Yamaha > Electric Guitar > PACIFICA Series	Đàn Guitar - Đàn Guitar Yamaha - Electric Guitar - PACIFICA Series	0	PACIFICA Series	Không Ưu Tiên
1622	Đàn Piano điện Roland HP-702	Đàn Piano điện Roland HP-702, Nhạc cụ Tiến Đạt	http://localhost:50857/hp-series/dan-piano-dien-roland-hp-702.html	mới	44500000 VND	35910000 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/dan-piano-dien-roland-hp-702_9871.jpg	Roland	Đàn Piano > Đàn Piano Roland > HP Series	Đàn Piano - Đàn Piano Roland - HP Series	0	HP Series	Ưu Tiên Số 1
1621	Đàn Organ Yamaha PSR SX900	Đàn Organ Yamaha PSR SX900, Nhạc cụ Tiến Đạt	http://localhost:50857/psr-series/dan-organ-yamaha-psr-sx900.html	mới	34500000 VND	34500000 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/Dan-Organ-Yamaha-PSR-SX900.jpg	Yamaha	Đàn Organ > Đàn Organ Yamaha > PSR Series	Đàn Organ - Đàn Organ Yamaha - PSR Series	0	PSR Series	Không Ưu Tiên
1620	Đàn Organ Yamaha PSR SX700	Đàn Organ Yamaha PSR SX700, Nhạc cụ Tiến Đạt	http://localhost:50857/psr-series/dan-organ-yamaha-psr-sx700.html	mới	27500000 VND	27500000 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/Dan-Organ-Yamaha-PSR-SX700.jpg	Yamaha	Đàn Organ > Đàn Organ Yamaha > PSR Series	Đàn Organ - Đàn Organ Yamaha - PSR Series	0	PSR Series	Không Ưu Tiên
1618	Effect Guitar Boss VE8	Effect Guitar Boss VE8, Nhạc cụ Tiến Đạt	http://localhost:50857/boss-effect/effect-guitar-boss-ve8.html	mới	8650000 VND	8217500 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/Effect-Guitar-Boss-VE8.jpg	Boss	Nhạc cụ khác > Phơ Guitar - Guitar EFFECT  > BOSS Effect	Nhạc cụ khác - Phơ Guitar - Guitar EFFECT  - BOSS Effect	0	BOSS Effect	Không Ưu Tiên
1616	Effect Guitar Boss VE2	Effect Guitar Boss VE2, Nhạc cụ Tiến Đạt	http://localhost:50857/boss-effect/effect-guitar-boss-ve2.html	mới	5590000 VND	5310500 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/Effect-Guitar-Boss-VE2.jpg	Boss	Nhạc cụ khác > Phơ Guitar - Guitar EFFECT  > BOSS Effect	Nhạc cụ khác - Phơ Guitar - Guitar EFFECT  - BOSS Effect	0	BOSS Effect	Không Ưu Tiên
1615	Effect Guitar Boss VE1	Effect Guitar Boss VE1, Nhạc cụ Tiến Đạt	http://localhost:50857/boss-effect/effect-guitar-boss-ve1.html	mới	5010000 VND	4759500 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/Effect-Guitar-Boss-VE1.jpg	Boss	Nhạc cụ khác > Phơ Guitar - Guitar EFFECT  > BOSS Effect	Nhạc cụ khác - Phơ Guitar - Guitar EFFECT  - BOSS Effect	0	BOSS Effect	Không Ưu Tiên
1614	Effect Guitar BOSS GT1	Effect Guitar BOSS GT1, Nhạc cụ Tiến Đạt	http://localhost:50857/boss-effect/effect-guitar-boss-gt1.html	mới	7530000 VND	6300000 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/Effect-Gutiar-BOSS-GT1.jpg	Boss	Nhạc cụ khác > Phơ Guitar - Guitar EFFECT  > BOSS Effect	Nhạc cụ khác - Phơ Guitar - Guitar EFFECT  - BOSS Effect	0	BOSS Effect	Không Ưu Tiên
1612	Effect Gutiar BOSS GT1000	Effect Gutiar BOSS GT1000, Nhạc cụ Tiến Đạt	http://localhost:50857/boss-effect/effect-gutiar-boss-gt1000.html	mới	28290000 VND	26875500 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/Effect-BOSS-GT1000.jpg	Boss	Nhạc cụ khác > Phơ Guitar - Guitar EFFECT  > BOSS Effect	Nhạc cụ khác - Phơ Guitar - Guitar EFFECT  - BOSS Effect	0	BOSS Effect	Không Ưu Tiên
1610	Effect Guitar BOSS GT100	Effect Guitar BOSS GT100, Nhạc cụ Tiến Đạt	http://localhost:50857/boss-effect/effect-guitar-boss-gt100.html	mới	14240000 VND	13528000 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/Effect-BOSS-GT100.jpg	Boss	Nhạc cụ khác > Phơ Guitar - Guitar EFFECT  > BOSS Effect	Nhạc cụ khác - Phơ Guitar - Guitar EFFECT  - BOSS Effect	0	BOSS Effect	Không Ưu Tiên
1608	Effect Guitar BOSS VE-20	Effect Guitar BOSS VE-20, Nhạc cụ Tiến Đạt	http://localhost:50857/boss-effect/effect-guitar-boss-ve-20.html	mới	8090000 VND	7685500 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/Effect-BOSS-VE-20.jpg	Boss	Nhạc cụ khác > Phơ Guitar - Guitar EFFECT  > BOSS Effect	Nhạc cụ khác - Phơ Guitar - Guitar EFFECT  - BOSS Effect	0	BOSS Effect	Không Ưu Tiên
1606	Kèn Harmonica QIMEI Q28	Kèn Harmonica QIMEI Q28, Nhạc cụ Tiến Đạt	http://localhost:50857/ken-harmonica/ken-harmonica-qimei-28-lo.html	mới	250000 VND	250000 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/ken-harmonica-qimei-28-lo_9281.jpg		Nhạc cụ khác > Kèn HARMONICA	Nhạc cụ khác - Kèn HARMONICA	0	Kèn HARMONICA	Không Ưu Tiên
1605	Đàn Ukulele Chard U-26D	Đàn Ukulele Chard U-26D, Nhạc cụ Tiến Đạt	http://localhost:50857/ukulele-chard-3/dan-ukulele-chard-u-26d.html	mới	1430000 VND	1430000 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/Dan-Ukulele-Chard-U-26D.jpg	Chard	Đàn UKulele > Ukulele Tenor	Đàn UKulele - Ukulele Tenor	0	Ukulele Chard	Không Ưu Tiên
1604	Đàn Ukulele Sqoe UK-460	Đàn Ukulele Sqoe UK-460, Nhạc cụ Tiến Đạt	http://localhost:50857/ukulele-sqoe-1/dan-ukulele-sqoe-uk-460.html	mới	2250000 VND	2250000 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/dan-ukulele-sqoe-uk-460_1046.jpg	Sqoe	Đàn UKulele > Ukulele Concert	Đàn UKulele - Ukulele Concert	0	Ukulele SQOE	Không Ưu Tiên
1603	Đàn Guitar điện Yamaha Pacifica 611VFM	Đàn Guitar điện Yamaha Pacifica 611VFM, Nhạc cụ Tiến Đạt	http://localhost:50857/pacifica-series/dan-guitar-dien-yamaha-pacifica-611vfm.html	mới	16900000 VND	16900000 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/Dan-Guitar-dien-Yamaha-Pacifica-611VFM.jpg	Yamaha	Đàn Guitar > Đàn Guitar Yamaha > Electric Guitar > PACIFICA Series	Đàn Guitar - Đàn Guitar Yamaha - Electric Guitar - PACIFICA Series	0	PACIFICA Series	Không Ưu Tiên
1602	Đàn Guitar điện Yamaha Pacifica 112V	Đàn Guitar điện Yamaha Pacifica 112V, Nhạc cụ Tiến Đạt	http://localhost:50857/pacifica-series/dan-guitar-dien-yamaha-pacifica-112v.html	mới	7900000 VND	7900000 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/Dan-Guitar-dien-Yamaha-Pacifica-112V.jpg	Yamaha	Đàn Guitar > Đàn Guitar Yamaha > Electric Guitar > PACIFICA Series	Đàn Guitar - Đàn Guitar Yamaha - Electric Guitar - PACIFICA Series	0	PACIFICA Series	Không Ưu Tiên
1601	Đàn Piano Yamaha MOTIF MX88	Đàn Piano Yamaha MOTIF MX88, Nhạc cụ Tiến Đạt	http://localhost:50857/motif-mx-series/dan-piano-yamaha-motif-mx88.html	mới	25500000 VND	25500000 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/Dan-Piano-Yamaha-MOTIF-MX788.jpg	Yamaha	Đàn Organ > Đàn Organ Yamaha > MOTIF MX Series	Đàn Organ - Đàn Organ Yamaha - MOTIF MX Series	0	MOTIF MX Series	Không Ưu Tiên
1600	Đàn Organ Yamaha MOTIF MX61	Đàn Organ Yamaha MOTIF MX61, Nhạc cụ Tiến Đạt	http://localhost:50857/motif-mx-series/dan-organ-yamaha-motif-mx61.html	mới	19000000 VND	19000000 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/Dan-Organ-Yamaha-MOTIF-MX61.jpg	Yamaha	Đàn Organ > Đàn Organ Yamaha > MOTIF MX Series	Đàn Organ - Đàn Organ Yamaha - MOTIF MX Series	0	MOTIF MX Series	Không Ưu Tiên
1599	Đàn Organ Yamaha MOTIF MX49	Đàn Organ Yamaha MOTIF MX49, Nhạc cụ Tiến Đạt	http://localhost:50857/motif-mx-series/dan-organ-yamaha-motif-mx49.html	mới	16000000 VND	16000000 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/Dan-Organ-Yamaha-MOTIF-MX49.jpg	Yamaha	Đàn Organ > Đàn Organ Yamaha > MOTIF MX Series	Đàn Organ - Đàn Organ Yamaha - MOTIF MX Series	0	MOTIF MX Series	Không Ưu Tiên
1598	Đàn Guitar Acoustic Yamaha CPX600	Đàn Guitar Acoustic Yamaha CPX600, Nhạc cụ Tiến Đạt	http://localhost:50857/acoustic-guitar/dan-guitar-acoustic-yamaha-cpx600.html	mới	8390000 VND	7790000 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/dan-guitar-acoustic-yamaha-cpx600_6513.jpg	Yamaha	Đàn Guitar > Đàn Guitar Yamaha > Acoustic Guitar	Đàn Guitar - Đàn Guitar Yamaha - Acoustic Guitar	0	Acoustic Guitar	Không Ưu Tiên
1597	Bộ trống điện tử YAMAHA DTX402	Bộ trống điện tử YAMAHA DTX402, Nhạc cụ Tiến Đạt	http://localhost:50857/trong-dien-tu-yamaha/bo-trong-dien-tu-yamaha-dtx402.html	mới	12490000 VND	12490000 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/bo-trong-dien-tu-yamaha-dtx402_9146.jpg	Yamaha	Trống - Amplifier > Trống Điện Tử > Trống điện tử Yamaha	Trống - Amplifier - Trống Điện Tử - Trống điện tử Yamaha	0	Trống điện tử Yamaha	Không Ưu Tiên
1594	Bộ trống JAZZ Pearl Roadshow RS505	Bộ trống JAZZ Pearl Roadshow RS505, Nhạc cụ Tiến Đạt	http://localhost:50857/pearl-jazz-drum/bo-trong-jazz-pearl-roadshow-rs505.html	mới	11860000 VND	11190000 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/bo-trong-jazz-pearl-roadshow-rs505_7662.jpg		Trống - Amplifier > Trống JAZZ - JAZZ Drum > Pearl JAZZ DRUM	Trống - Amplifier - Trống JAZZ - JAZZ Drum - Pearl JAZZ DRUM	0	Pearl JAZZ DRUM	Không Ưu Tiên
1593	Bộ trống JAZZ Pearl Export EXX725FP	Bộ trống JAZZ Pearl Export EXX725FP, Nhạc cụ Tiến Đạt	http://localhost:50857/pearl-jazz-drum/bo-trong-jazz-pearl-export-exx725fp.html	mới	11320000 VND	10527600 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/Bo-trong-JAZZ-Pearl-Export-EXX725FP.jpg		Trống - Amplifier > Trống JAZZ - JAZZ Drum > Pearl JAZZ DRUM	Trống - Amplifier - Trống JAZZ - JAZZ Drum - Pearl JAZZ DRUM	0	Pearl JAZZ DRUM	Không Ưu Tiên
1592	Bộ trống JAZZ Pearl DMP925SP/C	Bộ trống JAZZ Pearl DMP925SP/C, Nhạc cụ Tiến Đạt	http://localhost:50857/pearl-jazz-drum/bo-trong-jazz-pearl-dmp925sp-c.html	mới	17480000 VND	16256400 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/Bo-trong-JAZZ-Pearl-DMP925SP-C.jpg		Trống - Amplifier > Trống JAZZ - JAZZ Drum > Pearl JAZZ DRUM	Trống - Amplifier - Trống JAZZ - JAZZ Drum - Pearl JAZZ DRUM	0	Pearl JAZZ DRUM	Không Ưu Tiên
1591	Bộ Trống Jazz Yamaha Rdp2f5	Bộ trống JAZZ YAMAHA RDP2F5, Nhạc cụ Tiến Đạt	http://localhost:50857/yamaha-jazz-drum/trong-jazz-yamaha-rdp2f5.html	mới	9890000 VND	9890000 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/trong-jazz-yamaha-rdp2f5_4795.jpg	Yamaha	Trống - Amplifier > Trống JAZZ - JAZZ Drum > Yamaha JAZZ DRUM	Trống - Amplifier - Trống JAZZ - JAZZ Drum - Yamaha JAZZ DRUM	0	Yamaha JAZZ DRUM	Không Ưu Tiên
1590	Bộ trống Pearl Roadshow RS525SC	Bộ trống Pearl Roadshow RS525SC, Nhạc cụ Tiến Đạt	http://localhost:50857/pearl-jazz-drum/bo-trong-pearl-roadshow-rs525sc.html	mới	12450000 VND	11800000 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/bo-trong-pearl-roadshow-rs525sc_3143.png		Trống - Amplifier > Trống JAZZ - JAZZ Drum > Pearl JAZZ DRUM	Trống - Amplifier - Trống JAZZ - JAZZ Drum - Pearl JAZZ DRUM	0	Pearl JAZZ DRUM	Ưu Tiên Số 1
1589	Kèn Pianica - Melodion Yamaha P-32D	Kèn Pianica - Melodion Yamaha P-32D, Nhạc cụ Tiến Đạt	http://localhost:50857/ken-pianica-yamaha/ken-pianica-melodion-yamaha-32-phim-p-32d.html	mới	1490000 VND	1490000 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/Ken-Pianica-Melodion-Yamaha-32-Phim-P-32D.jpg	Yamaha	Nhạc cụ khác > Kèn MELODION > Kèn Pianica Yamaha	Nhạc cụ khác - Kèn MELODION - Kèn Pianica Yamaha	0	Kèn Pianica Yamaha	Không Ưu Tiên
1586	Đàn Guitar Điện Fender Squier Bullet Strat Ht Bsb 0371001532	Đàn Guitar Điện Fender Squier Bullet Strat Ht Bsb 0371001532, Nhạc cụ Tiến Đạt	http://localhost:50857/electric-guitar-fd/dan-guitar-dien-fender-squier-bullet-strat-ht-bsb-0371001532.html	mới	4800000 VND	4800000 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/Dan-Guitar-Dien-Fender-Squier-Bullet-Strat-Ht-Bsb-0371001532.jpg	Fender	Đàn Guitar > Đàn Guitar FENDER > Electric Guitar	Đàn Guitar - Đàn Guitar FENDER - Electric Guitar	0	Electric Guitar	Không Ưu Tiên
1584	Đàn Piano điện Yamaha Clavinova CSP-170PE	Đàn Piano điện Yamaha Clavinova CSP-170PE, Nhạc cụ Tiến Đạt	http://localhost:50857/digital-clavinova-csp/dan-piano-dien-yamaha-clavinova-csp-170.html	mới	99990000 VND	93900000 VND	2023-04-01T08:00+0700/2023-04-30T23:00+0700	còn hàng	https://www.mayhutbui.vn/upload/img/Dan-Piano-dien-Yamaha-Clavinova-CSP-170.jpg	Yamaha	Đàn Piano > Đàn Piano Yamaha > Đàn Piano Yamaha điện > Digital Clavinova CSP	Đàn Piano - Đàn Piano Yamaha - Đàn Piano Yamaha điện - Digital Clavinova CSP	0	Digital Clavinova CSP	Không Ưu Tiên
